concept_name,concept_oid,code,code_system
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,369592007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,369593002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,369604009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,369610009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,371024007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,371026009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,371139006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,371967001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,372003004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,372093008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,372119009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,372142002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,37688005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,39871006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,399969009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,400058002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,402537005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,402563000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,402879006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,40312006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,403906006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404090003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404091004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404092006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404093001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404094007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404122003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404123008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404124002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404139001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404154007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404156009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,404157000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,405570007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,405843009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,40640008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,409622000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,410430005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,410431009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,41309000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,414676007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,416780008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,416975007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,417996009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,418304008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,418529003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,419728003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,420054005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,420614009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,421023003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,421283008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,421529006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,422782004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,423032007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,423384009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,42343007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,423595004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,423987006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,424052001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,424151006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,424276002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,424404003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,424887002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,424954002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,425303004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,425390006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,425413006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,425500002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,426263006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,426373005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,426437004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,426611007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,426896000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,428051000124108,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,428061005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,428173007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,428351000124105,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,428700003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,429033009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,429161000124103,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,429458009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,429998004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,430771000124100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,433146000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,43736008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,43904005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,439567002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,44047000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,441481004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,441530006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,442344002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,44313006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,443144000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,443253003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,443254009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,443333004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,443343001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,443344007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,443493003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,446221000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,448218008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,448248006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,448250003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,448863000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,448989001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,449253005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,449420002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,449630001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,449631002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,449632009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,449633004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,45256007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,457721000124104,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,458321000124102,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,458581000124106,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,459371000124108,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,459381000124106,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,459391000124109,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,459401000124106,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,459411000124109,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,459421000124101,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,460561000124109,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,46113002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,46177005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,471880001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,473419009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,4817008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,48447003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,49049000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,49584005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,4981000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,50196008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,50325005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,5148006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,51615001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,51928006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,52448006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,536002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,5375005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,54502004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,54867000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,55009008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,56267009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,56675007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,56841008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,57686001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,58756001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,59773008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,62377009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,6475002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,65096006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,66108005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,66989003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,67431000119105,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,67441000119101,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,67905004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,681621000119105,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,681721000119103,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,681831000119107,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,681911000119108,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,681971000119100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682221000119103,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682231000119100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682241000119109,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682251000119106,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682261000119108,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682451000119107,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682471000119103,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682481000119100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,68328006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,683761000119107,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,683791000119100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684901000119107,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684911000119105,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684921000119103,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684931000119100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684941000119109,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,686431000119100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,686441000119109,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,686451000119106,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,686461000119108,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,687331000119109,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,687351000119103,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,687361000119101,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698296002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698504006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698594003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698624003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698625002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698626001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698725008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698726009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698781002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,699189004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,699318007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,699704002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,700250006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,700423003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,702392008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703272007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703273002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703274008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703275009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703276005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,704152002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,704667004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,705176003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,707324008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,707434003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,708030004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,709109004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,709285002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,70936005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,71193007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,712487000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,712849003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713060000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713181003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713189001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713325002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713488003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713844000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715401008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715414009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715662009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715807002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715904005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,716107009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,716203000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,716662004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,717840005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,718685006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,71892000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,719717006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,721710005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,721977007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722600006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722671009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722707001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722977005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722979008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722980006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722987009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,723123001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,723390000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,723829000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,724761004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,724776007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,724778008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,72481000119103,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725416005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725898002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725938001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725939009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725940006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733028000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733184002,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733185001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733190003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733191004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733192006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733193001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733194007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,735386008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,735733008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,735735001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,735757008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7361000175106,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7371000175103,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7381000175100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7391000175102,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7401000175100,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7411000175102,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7421000175106,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,74669004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,74960003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,762350007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,762351006,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,762457009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,762707000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,76301009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,766246000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,767444009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,767448007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,770602005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,770727008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,771306007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,774069007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,776416004,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,77690003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,780821007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,781076008,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,782697005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,783161005,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,783258000,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,783706007,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,783771003,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,784341001,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,78461000119105,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,785879009,SNOMEDCT
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,78862003,SNOMEDCT
